1.960784e-02 1.836187e-02
3.921569e-02 1.898954e-02
5.882353e-02 1.966862e-02
7.843137e-02 2.040571e-02
9.803922e-02 2.120855e-02
1.176471e-01 2.208639e-02
1.372549e-01 2.305022e-02
1.568627e-01 2.411336e-02
1.764706e-01 2.529196e-02
1.960784e-01 2.660593e-02
2.156863e-01 2.808000e-02
2.352941e-01 2.974530e-02
2.549020e-01 3.072445e-02
2.745098e-01 2.918334e-02
2.941176e-01 2.782858e-02
3.137255e-01 2.662900e-02
3.333333e-01 2.555999e-02
3.529412e-01 2.460190e-02
3.725490e-01 2.373885e-02
3.921569e-01 2.295783e-02
4.117647e-01 2.224812e-02
4.313725e-01 2.160079e-02
4.509804e-01 2.100833e-02
4.705882e-01 2.046442e-02
4.901961e-01 1.996364e-02
5.098039e-01 1.950137e-02
5.294118e-01 1.907363e-02
5.490196e-01 1.867697e-02
5.686275e-01 1.830838e-02
5.882353e-01 1.796522e-02
6.078431e-01 1.764521e-02
6.274510e-01 1.734628e-02
6.470588e-01 1.706665e-02
6.666667e-01 1.680471e-02
6.862745e-01 1.655903e-02
7.058824e-01 1.632834e-02
7.254902e-01 1.611148e-02
7.450980e-01 1.590743e-02
7.647059e-01 1.571526e-02
7.843137e-01 1.553412e-02
8.039216e-01 1.536326e-02
8.235294e-01 1.520198e-02
8.431373e-01 1.504964e-02
8.627451e-01 1.490568e-02
8.823529e-01 1.476957e-02
9.019608e-01 1.464082e-02
9.215686e-01 1.451899e-02
9.411765e-01 1.440367e-02
9.607843e-01 1.429450e-02
9.803922e-01 1.419111e-02
